job_id,job_title,salary_usd,experience_level,employment_type,company_location,company_size,remote_ratio,required_skills,education_required,years_experience,industry,posting_date
AI02158,AI Software Engineer,85731,EN,CT,United Kingdom,L,50,"statistics, git, deep learning, python",Master,0,Gaming,2024-12-24
AI02159,Research Scientist,66115,EN,PT,Australia,S,0,"linux, python, aws, nlp",Master,1,Automotive,2024-09-01
AI02160,Research Scientist,85670,MI,PT,Germany,S,0,"java, azure, r, data visualization, pytorch",Bachelor,3,Retail,2024-10-27
AI02161,Autonomous Systems Engineer,72788,MI,PT,Japan,L,100,"pytorch, nlp, git, docker, spark",Associate,2,Finance,2024-01-10
AI02162,Data Analyst,78161,MI,CT,Canada,S,0,"mathematics, r, aws",PhD,3,Manufacturing,2024-07-20
AI02163,Deep Learning Engineer,133857,MI,FL,Norway,L,50,"pytorch, scala, computer vision, aws, python",PhD,4,Real Estate,2024-05-26
AI02164,Head of AI,211195,SE,FT,Switzerland,M,100,"tensorflow, deep learning, java, python",Associate,7,Healthcare,2024-08-18
AI02165,Head of AI,237312,EX,FL,United States,L,0,"mlops, kubernetes, nlp",Bachelor,12,Gaming,2025-01-23
AI02166,NLP Engineer,93705,MI,FL,Canada,L,100,"mlops, java, r, sql, mathematics",Bachelor,4,Real Estate,2024-06-22
AI02167,Principal Data Scientist,238964,EX,FT,Norway,M,100,"sql, azure, hadoop",Associate,12,Telecommunications,2025-03-18
AI02168,Data Analyst,84031,MI,CT,Sweden,L,0,"tensorflow, docker, tableau, computer vision",PhD,4,Gaming,2024-12-09
AI02169,Data Engineer,123539,SE,PT,India,L,0,"scala, git, mlops",PhD,5,Healthcare,2024-11-02
AI02170,AI Product Manager,84132,EN,CT,Australia,L,0,"aws, r, sql, git",Associate,0,Energy,2024-08-12
AI02171,Data Analyst,163835,SE,FT,Denmark,S,100,"sql, hadoop, gcp, pytorch",Bachelor,8,Retail,2024-04-21
AI02172,NLP Engineer,67010,EN,FL,United Kingdom,S,0,"java, git, nlp, aws, pytorch",PhD,0,Finance,2024-12-03
AI02173,NLP Engineer,110672,EN,FT,Denmark,L,100,"tensorflow, nlp, linux, data visualization, gcp",PhD,0,Consulting,2024-05-25
AI02174,AI Specialist,56123,EN,CT,Finland,M,0,"deep learning, azure, statistics, pytorch",Master,0,Retail,2024-09-07
AI02175,Head of AI,73503,EN,PT,France,L,100,"gcp, tensorflow, scala, computer vision, r",Associate,0,Government,2024-08-23
AI02176,ML Ops Engineer,222602,EX,PT,Sweden,M,50,"tableau, r, sql, pytorch",Associate,11,Education,2025-02-26
AI02177,AI Consultant,68618,MI,FL,Austria,L,100,"git, tableau, python, deep learning",Associate,3,Healthcare,2024-01-18
AI02178,Autonomous Systems Engineer,75835,EN,FL,United States,L,0,"nlp, java, kubernetes, r, mathematics",Master,1,Consulting,2025-01-23
AI02179,AI Product Manager,132252,SE,FL,Australia,M,100,"pytorch, deep learning, scala, tensorflow",Master,8,Government,2024-05-18
AI02180,Head of AI,56723,MI,PT,China,S,0,"sql, python, git, spark",Master,4,Retail,2024-11-03
AI02181,AI Architect,38864,EN,PT,India,S,50,"nlp, scala, r",Master,0,Gaming,2024-08-15
AI02182,Data Scientist,80032,MI,FL,Israel,L,100,"docker, kubernetes, java, computer vision, mlops",Associate,3,Education,2024-02-04
AI02183,Computer Vision Engineer,61490,EN,FT,Australia,S,50,"gcp, linux, docker, git",PhD,0,Real Estate,2024-10-06
AI02184,Research Scientist,90143,MI,CT,United Kingdom,L,100,"linux, tensorflow, data visualization, spark",PhD,3,Retail,2024-05-01
AI02185,Data Scientist,72859,MI,CT,Austria,M,50,"r, kubernetes, hadoop, azure",Associate,4,Finance,2024-11-05
AI02186,Principal Data Scientist,213897,SE,FT,Switzerland,M,0,"aws, data visualization, pytorch",Associate,8,Technology,2024-08-01
AI02187,Machine Learning Engineer,298955,EX,FL,Norway,M,100,"computer vision, mlops, hadoop",Bachelor,12,Finance,2024-10-17
AI02188,ML Ops Engineer,126821,EX,FT,Austria,S,50,"nlp, scala, spark",Master,10,Consulting,2024-11-18
AI02189,Data Analyst,55672,MI,CT,Austria,S,100,"mlops, docker, spark, python, linux",PhD,4,Transportation,2024-12-16
AI02190,Data Engineer,46459,EN,PT,Ireland,L,100,"scala, git, spark",Bachelor,1,Retail,2025-03-16
AI02191,Machine Learning Engineer,161300,EX,CT,Sweden,L,50,"nlp, aws, mlops",Master,11,Automotive,2024-08-28
AI02192,Data Engineer,72143,SE,FL,Austria,S,50,"spark, tensorflow, java, docker, nlp",Associate,7,Telecommunications,2024-02-23
AI02193,AI Specialist,51204,EN,FL,Japan,S,50,"kubernetes, statistics, pytorch",PhD,1,Energy,2025-03-30
AI02194,Autonomous Systems Engineer,48929,EN,PT,Germany,S,50,"docker, hadoop, statistics",PhD,0,Manufacturing,2025-02-18
AI02195,AI Consultant,214554,EX,FL,United Kingdom,M,0,"statistics, sql, linux",Associate,10,Telecommunications,2024-08-29
AI02196,Data Scientist,66889,MI,FL,Austria,M,0,"hadoop, computer vision, data visualization, statistics",PhD,3,Transportation,2025-04-06
AI02197,AI Architect,86252,SE,FT,Israel,L,100,"computer vision, git, kubernetes",Bachelor,5,Media,2024-06-23
AI02198,Data Engineer,56366,EN,FT,Singapore,S,100,"pytorch, scala, aws",Master,1,Education,2024-05-05
AI02199,AI Architect,107117,SE,PT,United Kingdom,S,100,"spark, nlp, statistics, r",Bachelor,5,Gaming,2024-10-24
AI02200,Research Scientist,151592,SE,CT,Norway,S,0,"mathematics, tableau, git",Bachelor,6,Healthcare,2024-06-26
AI02201,Machine Learning Engineer,45656,EN,PT,Ireland,L,50,"spark, linux, tableau, nlp, scala",PhD,1,Manufacturing,2024-07-18
AI02202,AI Product Manager,86985,SE,FT,France,S,100,"pytorch, aws, mathematics, gcp",Master,7,Media,2024-02-17
AI02203,Data Engineer,102104,MI,CT,Denmark,M,100,"computer vision, python, tensorflow",Master,2,Finance,2024-03-18
AI02204,Robotics Engineer,71629,MI,FT,South Korea,L,50,"deep learning, r, java, computer vision",PhD,3,Retail,2024-09-20
AI02205,Autonomous Systems Engineer,79005,MI,PT,Netherlands,S,50,"gcp, tensorflow, data visualization, tableau, mlops",Master,2,Energy,2025-03-29
AI02206,AI Architect,211004,EX,FL,Denmark,M,0,"git, gcp, nlp, pytorch, tensorflow",Master,17,Healthcare,2024-12-04
AI02207,Robotics Engineer,306230,EX,FL,Netherlands,L,50,"java, data visualization, scala, computer vision, mlops",PhD,13,Education,2024-09-17
AI02208,AI Research Scientist,81851,MI,PT,France,S,50,"computer vision, gcp, nlp",PhD,2,Healthcare,2024-10-26
AI02209,AI Software Engineer,163389,EX,FL,Sweden,L,0,"nlp, python, data visualization",PhD,14,Automotive,2024-04-12
AI02210,Data Engineer,51569,EN,FL,Austria,M,50,"linux, python, git",Associate,0,Finance,2025-03-21
AI02211,NLP Engineer,167063,EX,FT,Singapore,S,0,"r, scala, linux, git",Associate,12,Telecommunications,2024-12-01
AI02212,Robotics Engineer,117420,EX,FT,Japan,S,100,"git, pytorch, computer vision, docker, kubernetes",Master,16,Manufacturing,2024-05-25
AI02213,Autonomous Systems Engineer,73664,EN,PT,Denmark,M,50,"git, deep learning, computer vision, linux",Master,1,Finance,2024-01-19
AI02214,Data Scientist,162752,EX,PT,France,S,50,"git, scala, kubernetes",Associate,13,Media,2024-04-17
AI02215,Data Engineer,121559,EX,FL,South Korea,M,100,"r, python, mathematics, tableau, kubernetes",PhD,16,Transportation,2025-01-21
AI02216,Robotics Engineer,51621,EN,CT,Germany,S,0,"java, gcp, computer vision",Associate,1,Transportation,2024-01-01
AI02217,AI Consultant,203413,EX,FT,Japan,L,0,"kubernetes, gcp, nlp, java, deep learning",Associate,11,Automotive,2024-09-11
AI02218,Data Analyst,85042,SE,PT,China,M,50,"mathematics, python, data visualization, gcp, tensorflow",Associate,6,Energy,2024-06-25
AI02219,Data Engineer,172560,SE,PT,United Kingdom,L,0,"linux, kubernetes, computer vision, sql, spark",Associate,7,Gaming,2024-01-11
AI02220,NLP Engineer,154305,EX,FT,Israel,S,50,"azure, r, computer vision, mlops, pytorch",PhD,14,Healthcare,2024-09-29
AI02221,Head of AI,111787,SE,FL,China,L,50,"statistics, java, sql, python, data visualization",PhD,9,Real Estate,2024-08-20
AI02222,AI Software Engineer,143613,SE,FT,Canada,M,50,"pytorch, tensorflow, gcp, git, azure",Associate,9,Automotive,2024-08-05
AI02223,AI Product Manager,130680,SE,PT,Singapore,L,100,"git, spark, mlops",Bachelor,9,Government,2024-05-20
AI02224,AI Product Manager,46937,EN,PT,Austria,L,50,"tensorflow, deep learning, hadoop, mlops",Bachelor,0,Media,2024-10-31
AI02225,AI Research Scientist,33503,EN,FT,Israel,S,100,"r, sql, data visualization, computer vision",PhD,1,Healthcare,2024-12-10
AI02226,AI Research Scientist,111531,EX,CT,Japan,M,50,"gcp, linux, kubernetes, python",Master,15,Gaming,2024-01-10
AI02227,Machine Learning Engineer,101903,MI,CT,Germany,L,50,"java, python, gcp, pytorch",PhD,3,Education,2024-02-27
AI02228,Research Scientist,76846,EN,FT,United States,S,100,"pytorch, java, azure, nlp",Associate,0,Retail,2024-04-10
AI02229,Computer Vision Engineer,74133,SE,FL,Israel,M,50,"spark, hadoop, java, scala",PhD,7,Education,2024-06-10
AI02230,Deep Learning Engineer,113366,MI,FL,United States,L,50,"kubernetes, java, git, gcp, tableau",PhD,2,Retail,2024-11-25
AI02231,Deep Learning Engineer,123241,EX,FL,China,M,100,"mathematics, scala, deep learning, mlops",Master,19,Energy,2024-10-15
AI02232,Head of AI,79228,EN,FT,United States,S,50,"linux, python, azure, java, tensorflow",Bachelor,0,Real Estate,2024-01-06
AI02233,Head of AI,75360,SE,FT,India,S,0,"aws, sql, tensorflow, data visualization, docker",Bachelor,8,Finance,2024-03-01
AI02234,AI Research Scientist,227270,EX,CT,Singapore,M,50,"gcp, spark, scala, nlp",PhD,16,Technology,2025-01-29
AI02235,Machine Learning Engineer,55179,MI,FT,Ireland,S,100,"tensorflow, gcp, sql, mathematics",Associate,3,Energy,2024-03-27
AI02236,NLP Engineer,55582,EN,CT,Singapore,M,100,"r, sql, aws",Associate,0,Telecommunications,2025-03-03
AI02237,Head of AI,46985,EN,FL,Finland,S,50,"scala, python, mathematics, linux, aws",PhD,0,Government,2024-07-06
AI02238,Data Engineer,113181,SE,FT,Ireland,L,0,"gcp, pytorch, linux, sql, r",Master,8,Retail,2024-12-19
AI02239,Machine Learning Researcher,35027,EN,FT,South Korea,S,50,"r, kubernetes, aws",Associate,0,Healthcare,2024-07-05
AI02240,ML Ops Engineer,127193,MI,CT,United States,M,50,"computer vision, r, tensorflow, gcp, git",PhD,4,Real Estate,2024-07-06
AI02241,Data Analyst,119808,SE,FT,France,M,0,"java, data visualization, python",Master,7,Healthcare,2025-04-16
AI02242,Research Scientist,56789,EN,PT,Canada,S,100,"r, java, spark, sql",PhD,1,Transportation,2025-04-18
AI02243,Head of AI,111185,SE,PT,Ireland,L,100,"python, spark, mathematics",PhD,8,Finance,2025-01-04
AI02244,AI Architect,49761,EN,CT,Austria,M,100,"r, java, hadoop, data visualization, spark",PhD,1,Energy,2024-02-25
AI02245,Research Scientist,113629,MI,FT,United States,S,100,"sql, mlops, scala",Associate,4,Education,2024-03-08
AI02246,Data Engineer,104611,EX,CT,China,S,100,"mlops, git, linux, deep learning",Master,17,Technology,2024-10-23
AI02247,Machine Learning Engineer,154633,SE,PT,Sweden,L,50,"docker, pytorch, gcp",Bachelor,9,Transportation,2024-05-25
AI02248,AI Software Engineer,75857,EN,CT,Australia,M,100,"pytorch, azure, sql",Master,0,Education,2024-06-08
AI02249,AI Architect,76892,SE,FT,China,S,50,"python, data visualization, gcp",Associate,5,Manufacturing,2024-03-16
AI02250,Data Engineer,92791,MI,CT,Canada,M,100,"linux, r, scala",Bachelor,3,Healthcare,2024-04-29
AI02251,Computer Vision Engineer,54155,MI,CT,South Korea,M,100,"kubernetes, python, git, hadoop",Associate,4,Healthcare,2024-11-11
AI02252,Data Analyst,95911,MI,CT,Sweden,M,100,"spark, r, tensorflow",Bachelor,2,Healthcare,2025-01-01
AI02253,Research Scientist,74695,MI,CT,India,M,100,"statistics, linux, python",Master,3,Transportation,2024-05-24
AI02254,Data Engineer,73709,SE,FL,China,M,0,"git, linux, hadoop, spark, gcp",PhD,5,Media,2025-02-24
AI02255,Computer Vision Engineer,188500,EX,FT,United States,M,50,"java, r, computer vision, git",PhD,12,Gaming,2024-12-28
AI02256,Robotics Engineer,70816,MI,FT,Japan,M,50,"sql, statistics, spark, aws, gcp",Bachelor,2,Healthcare,2025-04-25
AI02257,Data Analyst,128258,EX,PT,China,M,50,"nlp, tableau, gcp, kubernetes",Master,19,Finance,2024-07-19
AI02258,Research Scientist,154593,SE,PT,Singapore,L,0,"git, aws, python, computer vision, tensorflow",Associate,7,Energy,2025-03-18
AI02259,AI Research Scientist,165888,EX,CT,France,M,100,"hadoop, scala, nlp, python",Master,14,Technology,2024-12-12
AI02260,ML Ops Engineer,96417,MI,PT,France,M,50,"java, sql, statistics, mlops, tensorflow",PhD,4,Technology,2024-05-28
AI02261,Data Analyst,122880,MI,FT,Norway,S,0,"tensorflow, scala, git",Associate,2,Automotive,2024-04-03
AI02262,Computer Vision Engineer,59665,EN,FL,Sweden,M,0,"scala, nlp, mlops",PhD,0,Media,2024-10-04
AI02263,AI Architect,132048,EX,FL,Ireland,S,100,"linux, docker, scala, sql",PhD,14,Finance,2024-08-24
AI02264,Deep Learning Engineer,139280,SE,PT,Australia,L,50,"mathematics, gcp, aws, git, python",Associate,9,Transportation,2024-09-06
AI02265,Robotics Engineer,98681,MI,PT,France,L,50,"hadoop, aws, azure",Master,2,Automotive,2024-08-21
AI02266,Computer Vision Engineer,119365,SE,FT,Australia,S,100,"python, azure, tensorflow, nlp, mlops",Bachelor,9,Retail,2024-12-12
AI02267,Machine Learning Researcher,89970,MI,FL,Germany,M,0,"azure, java, linux, scala",Bachelor,4,Government,2025-03-27
AI02268,AI Architect,125001,MI,FL,Singapore,L,100,"linux, mlops, java",PhD,4,Real Estate,2024-07-02
AI02269,Data Scientist,145315,SE,CT,Switzerland,S,100,"linux, hadoop, computer vision, pytorch",Master,7,Transportation,2024-06-04
AI02270,Computer Vision Engineer,80630,EN,CT,Norway,S,0,"mathematics, python, docker, linux, tensorflow",Master,1,Healthcare,2025-04-08
AI02271,Computer Vision Engineer,74392,MI,CT,Israel,M,0,"scala, aws, computer vision",Master,2,Government,2024-08-09
AI02272,ML Ops Engineer,352006,EX,FL,Switzerland,M,50,"mlops, aws, deep learning",Associate,17,Retail,2025-01-13
AI02273,ML Ops Engineer,155497,EX,PT,Israel,S,50,"statistics, r, tableau, data visualization",Bachelor,10,Healthcare,2024-12-02
AI02274,AI Research Scientist,94830,SE,CT,South Korea,L,0,"gcp, mlops, r, computer vision",Master,6,Telecommunications,2025-01-19
AI02275,AI Research Scientist,152098,SE,FT,Singapore,L,0,"mlops, azure, data visualization, python, nlp",Master,9,Healthcare,2024-04-25
AI02276,ML Ops Engineer,87938,MI,FT,Australia,S,100,"statistics, gcp, python, tableau",Associate,4,Healthcare,2024-02-24
AI02277,Deep Learning Engineer,43719,EN,PT,Japan,M,50,"spark, tensorflow, pytorch, mathematics",Bachelor,0,Gaming,2024-03-18
AI02278,Deep Learning Engineer,56906,MI,FT,Israel,M,0,"linux, azure, docker, mathematics, python",Associate,2,Finance,2024-07-20
AI02279,Machine Learning Engineer,70562,EN,CT,France,M,0,"r, pytorch, nlp",Associate,1,Gaming,2024-04-28
AI02280,Head of AI,69507,EN,FL,Sweden,S,100,"statistics, linux, python, deep learning, docker",Bachelor,1,Consulting,2024-09-13
AI02281,Autonomous Systems Engineer,125185,MI,CT,Switzerland,M,0,"python, r, docker, mathematics",Associate,4,Finance,2024-05-24
AI02282,Head of AI,73233,MI,FT,China,M,100,"scala, python, azure",PhD,3,Healthcare,2025-01-06
AI02283,AI Consultant,53951,EN,FL,China,M,0,"tensorflow, mathematics, sql, gcp",Master,1,Gaming,2024-03-28
AI02284,AI Consultant,126405,EX,CT,Australia,S,0,"data visualization, r, git, aws, computer vision",Associate,16,Healthcare,2024-10-25
AI02285,NLP Engineer,226801,EX,PT,Sweden,L,50,"aws, nlp, azure",Master,14,Automotive,2024-01-17
AI02286,AI Research Scientist,290348,EX,CT,Switzerland,S,100,"r, pytorch, gcp, hadoop, mlops",PhD,11,Media,2024-12-05
AI02287,Machine Learning Engineer,82830,EN,CT,Denmark,S,50,"r, azure, sql, aws",Associate,1,Education,2024-12-21
AI02288,Research Scientist,81030,MI,PT,Sweden,S,0,"statistics, hadoop, nlp",Associate,4,Gaming,2025-03-30
AI02289,Robotics Engineer,142978,SE,CT,Canada,M,100,"aws, git, kubernetes, tensorflow",Associate,5,Consulting,2024-09-03
AI02290,ML Ops Engineer,78223,MI,CT,France,M,50,"mlops, java, tensorflow",Associate,4,Transportation,2024-01-20
AI02291,Robotics Engineer,107884,EX,CT,Finland,M,100,"hadoop, mathematics, python, git, statistics",Bachelor,11,Transportation,2024-10-15
AI02292,AI Consultant,103895,SE,FL,Sweden,S,100,"docker, nlp, azure, gcp, pytorch",Master,6,Healthcare,2024-11-27
AI02293,Research Scientist,285675,EX,PT,Norway,M,0,"sql, computer vision, linux, statistics",PhD,13,Finance,2024-10-09
AI02294,AI Product Manager,161838,EX,CT,Finland,M,0,"mlops, pytorch, linux, nlp",PhD,19,Automotive,2024-05-12
AI02295,Data Analyst,79869,EN,PT,United Kingdom,M,50,"scala, java, sql, deep learning, pytorch",Bachelor,1,Transportation,2024-06-20
AI02296,AI Consultant,97207,EX,PT,Ireland,M,50,"sql, spark, pytorch, gcp",PhD,12,Healthcare,2024-10-18
AI02297,AI Specialist,109004,MI,FT,United States,L,0,"statistics, mathematics, tensorflow",PhD,3,Manufacturing,2024-03-18
AI02298,Machine Learning Engineer,233463,EX,PT,Denmark,M,100,"sql, gcp, aws, data visualization, mlops",Bachelor,12,Education,2024-01-13
AI02299,Machine Learning Engineer,97134,MI,CT,Netherlands,S,50,"docker, gcp, python, statistics",PhD,4,Energy,2024-06-02
AI02300,Machine Learning Engineer,183795,SE,FL,Norway,L,0,"r, sql, scala, git",Bachelor,7,Finance,2024-03-28
AI02301,AI Architect,251969,EX,FT,United Kingdom,M,100,"data visualization, git, nlp, kubernetes, sql",Associate,16,Retail,2024-01-29
AI02302,Computer Vision Engineer,207518,SE,FL,Switzerland,M,0,"mlops, python, statistics",Bachelor,7,Transportation,2025-04-07
AI02303,Data Analyst,165928,EX,CT,Singapore,S,0,"statistics, sql, python, pytorch, tensorflow",Bachelor,19,Retail,2024-10-26
AI02304,AI Software Engineer,99278,SE,FT,South Korea,L,0,"nlp, linux, sql, pytorch, gcp",Bachelor,5,Gaming,2024-08-23
AI02305,Deep Learning Engineer,128084,EX,FT,Canada,S,0,"tensorflow, r, nlp",PhD,10,Government,2025-01-11
AI02306,AI Consultant,104779,SE,FL,Australia,S,50,"gcp, mlops, python, statistics",Master,5,Energy,2024-09-16
AI02307,Deep Learning Engineer,98366,MI,FT,Australia,S,50,"docker, aws, pytorch",Master,3,Automotive,2024-03-14
AI02308,AI Specialist,143650,SE,PT,France,M,0,"hadoop, aws, pytorch",PhD,9,Real Estate,2024-04-17
AI02309,Data Engineer,89375,SE,FL,India,L,100,"r, sql, git, aws",Master,6,Energy,2025-04-09
AI02310,AI Architect,398084,EX,CT,Switzerland,L,100,"python, linux, tableau, tensorflow",Associate,15,Automotive,2024-12-30
AI02311,NLP Engineer,221984,EX,FL,Singapore,L,0,"deep learning, git, computer vision",PhD,19,Energy,2024-10-19
AI02312,Deep Learning Engineer,73013,EN,FL,Singapore,S,0,"spark, tensorflow, scala, pytorch",PhD,0,Government,2024-06-03
AI02313,Machine Learning Researcher,61227,MI,PT,Ireland,S,100,"linux, mathematics, data visualization",PhD,4,Transportation,2024-05-02
AI02314,Deep Learning Engineer,73885,EN,FT,Sweden,M,100,"aws, java, mlops, gcp",Associate,0,Consulting,2024-12-16
AI02315,Robotics Engineer,117633,MI,PT,Denmark,L,100,"data visualization, scala, linux",PhD,3,Technology,2024-07-02
AI02316,Deep Learning Engineer,83986,EN,FL,United Kingdom,L,0,"tableau, python, statistics, linux",Bachelor,1,Finance,2024-07-09
AI02317,AI Consultant,215846,SE,FT,Norway,L,0,"azure, tableau, gcp",Associate,8,Gaming,2025-02-06
AI02318,Machine Learning Researcher,139748,EX,FL,Finland,S,50,"computer vision, r, git, pytorch",Associate,17,Technology,2024-12-02
AI02319,Machine Learning Engineer,105986,SE,FL,Canada,S,50,"kubernetes, r, python, tensorflow, nlp",Master,8,Education,2024-07-15
AI02320,Data Scientist,214633,EX,CT,Norway,L,100,"python, sql, deep learning",Master,19,Transportation,2025-03-17
AI02321,AI Consultant,51331,EN,FT,Germany,S,100,"kubernetes, git, statistics, deep learning, python",Master,1,Finance,2024-04-12
AI02322,Robotics Engineer,95242,SE,CT,Austria,M,0,"r, tensorflow, data visualization",Master,9,Energy,2024-07-07
AI02323,Machine Learning Researcher,77426,EN,CT,Switzerland,S,0,"python, tableau, scala",Associate,0,Manufacturing,2024-11-04
AI02324,Data Scientist,76061,EN,FT,Sweden,L,100,"python, mlops, computer vision, git",Bachelor,0,Real Estate,2024-05-23
AI02325,Data Scientist,108968,MI,PT,United States,S,50,"data visualization, kubernetes, nlp, scala, git",Bachelor,2,Energy,2024-11-16
AI02326,AI Product Manager,76903,EN,PT,United States,M,0,"mlops, gcp, pytorch",Master,0,Technology,2024-02-16
AI02327,AI Consultant,63497,MI,FT,Israel,L,100,"pytorch, tableau, linux",Master,3,Media,2025-02-26
AI02328,AI Research Scientist,56447,EN,PT,Australia,S,0,"linux, sql, r, gcp, java",PhD,1,Media,2024-09-09
AI02329,Robotics Engineer,74067,MI,FT,Canada,M,0,"mathematics, git, nlp, docker",PhD,2,Finance,2024-12-15
AI02330,Data Analyst,105123,SE,PT,China,M,100,"aws, scala, r",Master,8,Automotive,2024-05-18
AI02331,Machine Learning Researcher,70298,EN,FL,Canada,M,50,"nlp, hadoop, data visualization",Master,1,Technology,2024-04-18
AI02332,Data Analyst,211934,EX,CT,United States,S,50,"linux, scala, hadoop, kubernetes, git",Associate,12,Energy,2025-01-20
AI02333,Data Scientist,185024,EX,FL,France,L,100,"python, hadoop, computer vision",PhD,10,Healthcare,2024-01-29
AI02334,Computer Vision Engineer,68115,EN,PT,Germany,S,100,"tableau, spark, mlops, linux, sql",Bachelor,1,Healthcare,2024-06-03
AI02335,Machine Learning Researcher,74282,MI,CT,India,M,0,"java, sql, mathematics, nlp, git",PhD,2,Government,2024-09-26
AI02336,Autonomous Systems Engineer,89988,MI,FL,Denmark,S,100,"hadoop, python, tableau, gcp, mathematics",Master,3,Manufacturing,2024-06-26
AI02337,NLP Engineer,70887,MI,FL,France,S,50,"kubernetes, sql, deep learning, aws",PhD,2,Finance,2024-09-17
AI02338,AI Research Scientist,71196,MI,FT,Austria,M,100,"python, tensorflow, java, azure, pytorch",PhD,3,Consulting,2025-01-18
AI02339,AI Specialist,45946,EN,CT,South Korea,S,50,"docker, python, statistics, tensorflow, linux",Bachelor,1,Government,2024-06-18
AI02340,AI Specialist,63490,EN,CT,Sweden,L,0,"computer vision, java, data visualization, deep learning, r",Associate,1,Consulting,2024-06-05
AI02341,Research Scientist,130544,EX,CT,Austria,L,0,"java, sql, r, nlp, aws",Bachelor,19,Education,2024-01-18
AI02342,AI Specialist,115207,SE,FL,Singapore,S,0,"data visualization, python, tensorflow",PhD,8,Manufacturing,2024-07-31
AI02343,Data Scientist,71410,SE,FT,Finland,S,0,"r, gcp, deep learning, docker, computer vision",PhD,6,Energy,2024-03-12
AI02344,ML Ops Engineer,103623,SE,PT,South Korea,M,100,"scala, gcp, docker, computer vision, aws",Bachelor,7,Manufacturing,2024-05-08
AI02345,Autonomous Systems Engineer,77626,MI,PT,India,M,50,"docker, spark, python, deep learning",Master,3,Technology,2024-04-28
AI02346,Data Analyst,64145,MI,FT,Israel,S,50,"mlops, statistics, sql",PhD,4,Manufacturing,2025-01-07
AI02347,Robotics Engineer,136398,EX,FT,Austria,S,0,"git, mlops, nlp",Associate,19,Retail,2024-05-07
AI02348,Robotics Engineer,64798,EN,CT,Germany,L,50,"gcp, spark, tableau, hadoop, linux",Associate,0,Retail,2024-03-05
AI02349,Data Scientist,260654,EX,PT,Switzerland,L,0,"scala, data visualization, java, linux",PhD,11,Manufacturing,2024-06-05
AI02350,AI Architect,68484,MI,FL,Israel,S,100,"docker, git, python, hadoop",Bachelor,4,Real Estate,2024-03-28
AI02351,AI Architect,49929,EN,PT,Israel,S,50,"kubernetes, python, statistics",Associate,0,Healthcare,2025-04-04
AI02352,Autonomous Systems Engineer,147364,MI,CT,Denmark,L,0,"python, tensorflow, nlp, linux",Bachelor,4,Government,2024-02-08
AI02353,Data Scientist,90111,EN,CT,Netherlands,L,100,"r, spark, tableau, python",PhD,1,Media,2024-02-21
AI02354,ML Ops Engineer,67292,EN,CT,Sweden,L,100,"git, python, nlp, kubernetes, tensorflow",PhD,1,Real Estate,2025-04-17
AI02355,AI Research Scientist,75691,MI,CT,South Korea,M,100,"tableau, linux, gcp",Bachelor,3,Healthcare,2024-04-27
AI02356,Principal Data Scientist,113727,SE,CT,Canada,S,50,"nlp, python, tensorflow",PhD,9,Automotive,2025-04-30
AI02357,AI Product Manager,154787,EX,FT,Finland,S,0,"azure, python, tensorflow",Bachelor,12,Retail,2024-10-08
AI02358,Data Analyst,170984,EX,FL,United Kingdom,M,0,"java, kubernetes, azure",Associate,16,Government,2024-09-25
AI02359,AI Product Manager,75332,EN,FT,Singapore,S,100,"docker, scala, python, spark, mathematics",Associate,1,Media,2024-05-14
AI02360,AI Software Engineer,73956,EN,FT,Canada,L,0,"docker, python, deep learning",Master,0,Automotive,2024-05-17
AI02361,Machine Learning Researcher,90708,SE,CT,Israel,S,0,"azure, sql, data visualization, mlops, spark",Master,9,Retail,2024-04-24
AI02362,Robotics Engineer,127905,EX,FL,Australia,S,100,"linux, spark, tensorflow",Associate,13,Healthcare,2024-05-11
AI02363,AI Consultant,88675,SE,PT,Austria,M,100,"azure, hadoop, sql, tensorflow",Master,7,Media,2024-08-30
AI02364,Data Engineer,60074,EN,FT,Netherlands,M,0,"deep learning, azure, python",Bachelor,1,Media,2024-06-07
AI02365,AI Software Engineer,49483,EN,FL,Israel,M,0,"azure, python, gcp, git, computer vision",Bachelor,1,Retail,2025-02-24
AI02366,AI Specialist,116556,SE,FT,Sweden,S,100,"hadoop, sql, java, aws, deep learning",Associate,8,Consulting,2024-07-24
AI02367,AI Research Scientist,51975,EN,FL,India,L,100,"mlops, kubernetes, data visualization, python",Bachelor,1,Manufacturing,2025-01-02
AI02368,Deep Learning Engineer,102671,MI,FT,Singapore,M,0,"gcp, tensorflow, computer vision, sql, java",Master,2,Finance,2024-08-30
AI02369,Machine Learning Researcher,81612,EN,FT,Norway,M,50,"scala, kubernetes, linux, java, r",Bachelor,1,Manufacturing,2024-05-25
AI02370,Data Analyst,98626,MI,CT,Denmark,S,0,"git, sql, pytorch",Associate,2,Telecommunications,2024-02-13
AI02371,Autonomous Systems Engineer,83159,SE,CT,Finland,S,0,"python, mathematics, kubernetes, deep learning, spark",Master,9,Consulting,2024-12-01
AI02372,Principal Data Scientist,145170,EX,FT,Ireland,S,0,"spark, scala, data visualization, tensorflow, java",Associate,12,Consulting,2024-10-04
AI02373,Data Analyst,78338,SE,PT,Finland,M,100,"r, hadoop, gcp, scala",PhD,9,Consulting,2024-05-10
AI02374,AI Specialist,192658,EX,FT,Norway,S,0,"git, linux, statistics",Bachelor,16,Transportation,2024-12-21
